experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,manual_reach_vive_wrist_movement_steamvr_location_0,manual_reach_eyeTrackingData_location_0,manual_reach_ppt_hand_movement_location_0,landmarkstimulus_estimates_location_0,landmark_eyeTrackingData_location_0,tool_reach_vive_tool_movement_steamvr_location_0,tool_reach_eyeTrackingData_location_0,tool_reach_ppt_tool_movement_location_0
1_tooluseinVR,d1-017,1,77,3,41,2366.938,2371.882,,,,,,1_tooluseinVR/d1-017/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T077.csv,1_tooluseinVR/d1-017/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T077.csv,1_tooluseinVR/d1-017/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T077.csv
1_tooluseinVR,d1-017,1,78,3,42,2374.835,2379.756,,,,,,1_tooluseinVR/d1-017/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T078.csv,1_tooluseinVR/d1-017/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T078.csv,1_tooluseinVR/d1-017/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T078.csv
1_tooluseinVR,d1-017,1,79,3,43,2382.709,2387.596,,,,,,1_tooluseinVR/d1-017/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T079.csv,1_tooluseinVR/d1-017/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T079.csv,1_tooluseinVR/d1-017/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T079.csv
1_tooluseinVR,d1-017,1,80,3,44,2390.548,2396.037,,,,,,1_tooluseinVR/d1-017/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T080.csv,1_tooluseinVR/d1-017/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T080.csv,1_tooluseinVR/d1-017/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T080.csv
1_tooluseinVR,d1-017,1,81,3,45,2398.992,2404.078,,,,,,1_tooluseinVR/d1-017/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T081.csv,1_tooluseinVR/d1-017/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T081.csv,1_tooluseinVR/d1-017/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T081.csv
1_tooluseinVR,d1-017,1,82,3,46,2407.032,2411.885,,,,,,1_tooluseinVR/d1-017/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T082.csv,1_tooluseinVR/d1-017/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T082.csv,1_tooluseinVR/d1-017/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T082.csv
1_tooluseinVR,d1-017,1,83,3,47,2414.839,2420.581,,,,,,1_tooluseinVR/d1-017/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T083.csv,1_tooluseinVR/d1-017/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T083.csv,1_tooluseinVR/d1-017/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T083.csv
1_tooluseinVR,d1-017,1,84,3,48,2423.535,2428.534,,,,,,1_tooluseinVR/d1-017/S001/trackers/tool_reach/tool_reach_vive_tool_movement_steamvr_T084.csv,1_tooluseinVR/d1-017/S001/trackers/tool_reach/tool_reach_eyeTrackingData_T084.csv,1_tooluseinVR/d1-017/S001/trackers/tool_reach/tool_reach_ppt_tool_movement_T084.csv
1_tooluseinVR,d1-017,1,85,4,1,2595.71,2600.564,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T085.csv,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T085.csv,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T085.csv,,,,,
1_tooluseinVR,d1-017,1,86,4,2,2604.372,2609.092,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T086.csv,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T086.csv,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T086.csv,,,,,
1_tooluseinVR,d1-017,1,87,4,3,2612.046,2616.933,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T087.csv,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T087.csv,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T087.csv,,,,,
1_tooluseinVR,d1-017,1,88,4,4,2619.884,2625.575,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T088.csv,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T088.csv,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T088.csv,,,,,
1_tooluseinVR,d1-017,1,89,4,5,2628.529,2632.87,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T089.csv,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T089.csv,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T089.csv,,,,,
1_tooluseinVR,d1-017,1,90,4,6,2635.823,2639.946,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T090.csv,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T090.csv,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T090.csv,,,,,
1_tooluseinVR,d1-017,1,91,4,7,2642.899,2647.008,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T091.csv,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T091.csv,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T091.csv,,,,,
1_tooluseinVR,d1-017,1,92,4,8,2649.962,2654.993,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T092.csv,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T092.csv,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T092.csv,,,,,
1_tooluseinVR,d1-017,1,93,4,9,2657.948,2661.979,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T093.csv,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T093.csv,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T093.csv,,,,,
1_tooluseinVR,d1-017,1,94,4,10,2664.933,2668.743,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T094.csv,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T094.csv,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T094.csv,,,,,
1_tooluseinVR,d1-017,1,95,4,11,2671.696,2675.918,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T095.csv,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T095.csv,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T095.csv,,,,,
1_tooluseinVR,d1-017,1,96,4,12,2678.871,2685.268,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T096.csv,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T096.csv,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T096.csv,,,,,
1_tooluseinVR,d1-017,1,97,4,13,2688.221,2693.587,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T097.csv,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T097.csv,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T097.csv,,,,,
1_tooluseinVR,d1-017,1,98,4,14,2699.228,2703.96,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T098.csv,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T098.csv,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T098.csv,,,,,
1_tooluseinVR,d1-017,1,99,4,15,2706.913,2711.724,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T099.csv,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T099.csv,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T099.csv,,,,,
1_tooluseinVR,d1-017,1,100,4,16,2714.674,2718.62,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T100.csv,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T100.csv,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T100.csv,,,,,
1_tooluseinVR,d1-017,1,101,4,17,2721.574,2725.517,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T101.csv,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T101.csv,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T101.csv,,,,,
1_tooluseinVR,d1-017,1,102,4,18,2728.469,2732.379,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_vive_wrist_movement_steamvr_T102.csv,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_eyeTrackingData_T102.csv,1_tooluseinVR/d1-017/S001/trackers/manual_reach/manual_reach_ppt_hand_movement_T102.csv,,,,,
1_tooluseinVR,d1-017,1,103,5,1,2901.368,2904.644,,,,1_tooluseinVR/d1-017/S001/trackers/landmark/landmarkstimulus_estimates_T103.csv,1_tooluseinVR/d1-017/S001/trackers/landmark/landmark_eyeTrackingData_T103.csv,,,
1_tooluseinVR,d1-017,1,104,5,2,2908.697,2911.196,,,,1_tooluseinVR/d1-017/S001/trackers/landmark/landmarkstimulus_estimates_T104.csv,1_tooluseinVR/d1-017/S001/trackers/landmark/landmark_eyeTrackingData_T104.csv,,,
1_tooluseinVR,d1-017,1,105,5,3,2915.25,2919.104,,,,1_tooluseinVR/d1-017/S001/trackers/landmark/landmarkstimulus_estimates_T105.csv,1_tooluseinVR/d1-017/S001/trackers/landmark/landmark_eyeTrackingData_T105.csv,,,
1_tooluseinVR,d1-017,1,106,5,4,2923.157,2924.135,,,,1_tooluseinVR/d1-017/S001/trackers/landmark/landmarkstimulus_estimates_T106.csv,1_tooluseinVR/d1-017/S001/trackers/landmark/landmark_eyeTrackingData_T106.csv,,,
1_tooluseinVR,d1-017,1,107,5,5,2928.188,2930.121,,,,1_tooluseinVR/d1-017/S001/trackers/landmark/landmarkstimulus_estimates_T107.csv,1_tooluseinVR/d1-017/S001/trackers/landmark/landmark_eyeTrackingData_T107.csv,,,
1_tooluseinVR,d1-017,1,108,5,6,2948.168,2951.966,,,,1_tooluseinVR/d1-017/S001/trackers/landmark/landmarkstimulus_estimates_T108.csv,1_tooluseinVR/d1-017/S001/trackers/landmark/landmark_eyeTrackingData_T108.csv,,,
1_tooluseinVR,d1-017,1,109,5,7,2956.009,2958.274,,,,1_tooluseinVR/d1-017/S001/trackers/landmark/landmarkstimulus_estimates_T109.csv,1_tooluseinVR/d1-017/S001/trackers/landmark/landmark_eyeTrackingData_T109.csv,,,
1_tooluseinVR,d1-017,1,110,5,8,2962.317,2964.693,,,,1_tooluseinVR/d1-017/S001/trackers/landmark/landmarkstimulus_estimates_T110.csv,1_tooluseinVR/d1-017/S001/trackers/landmark/landmark_eyeTrackingData_T110.csv,,,
1_tooluseinVR,d1-017,1,111,5,9,2968.747,2971.19,,,,1_tooluseinVR/d1-017/S001/trackers/landmark/landmarkstimulus_estimates_T111.csv,1_tooluseinVR/d1-017/S001/trackers/landmark/landmark_eyeTrackingData_T111.csv,,,
1_tooluseinVR,d1-017,1,112,5,10,2975.244,2976.354,,,,1_tooluseinVR/d1-017/S001/trackers/landmark/landmarkstimulus_estimates_T112.csv,1_tooluseinVR/d1-017/S001/trackers/landmark/landmark_eyeTrackingData_T112.csv,,,
1_tooluseinVR,d1-017,1,113,5,11,2980.397,2981.741,,,,1_tooluseinVR/d1-017/S001/trackers/landmark/landmarkstimulus_estimates_T113.csv,1_tooluseinVR/d1-017/S001/trackers/landmark/landmark_eyeTrackingData_T113.csv,,,
1_tooluseinVR,d1-017,1,114,5,12,2985.794,2990.037,,,,1_tooluseinVR/d1-017/S001/trackers/landmark/landmarkstimulus_estimates_T114.csv,1_tooluseinVR/d1-017/S001/trackers/landmark/landmark_eyeTrackingData_T114.csv,,,
1_tooluseinVR,d1-017,1,115,5,13,2994.079,2995.001,,,,1_tooluseinVR/d1-017/S001/trackers/landmark/landmarkstimulus_estimates_T115.csv,1_tooluseinVR/d1-017/S001/trackers/landmark/landmark_eyeTrackingData_T115.csv,,,
1_tooluseinVR,d1-017,1,116,5,14,2999.055,3000.921,,,,1_tooluseinVR/d1-017/S001/trackers/landmark/landmarkstimulus_estimates_T116.csv,1_tooluseinVR/d1-017/S001/trackers/landmark/landmark_eyeTrackingData_T116.csv,,,
1_tooluseinVR,d1-017,1,117,5,15,3004.964,3005.707,,,,1_tooluseinVR/d1-017/S001/trackers/landmark/landmarkstimulus_estimates_T117.csv,1_tooluseinVR/d1-017/S001/trackers/landmark/landmark_eyeTrackingData_T117.csv,,,
1_tooluseinVR,d1-017,1,118,5,16,3009.761,3012.815,,,,1_tooluseinVR/d1-017/S001/trackers/landmark/landmarkstimulus_estimates_T118.csv,1_tooluseinVR/d1-017/S001/trackers/landmark/landmark_eyeTrackingData_T118.csv,,,
1_tooluseinVR,d1-017,1,119,5,17,3016.869,3019.457,,,,1_tooluseinVR/d1-017/S001/trackers/landmark/landmarkstimulus_estimates_T119.csv,1_tooluseinVR/d1-017/S001/trackers/landmark/landmark_eyeTrackingData_T119.csv,,,
1_tooluseinVR,d1-017,1,120,5,18,3023.51,3024.499,,,,1_tooluseinVR/d1-017/S001/trackers/landmark/landmarkstimulus_estimates_T120.csv,1_tooluseinVR/d1-017/S001/trackers/landmark/landmark_eyeTrackingData_T120.csv,,,
